video_path,landmark_path,participant,sign_id,phrase
../dataset/raw_data/vlibrasil/61_Vinte/20201221122641_5fe0beb1c4413.mp4,../dataset/processed/landmarks_augmented/20201221122641_5fe0beb1c4413_aug1.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122641_5fe0beb1c4413.mp4,../dataset/processed/landmarks_augmented/20201221122641_5fe0beb1c4413_aug2.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122641_5fe0beb1c4413.mp4,../dataset/processed/landmarks_augmented/20201221122641_5fe0beb1c4413_aug3.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122641_5fe0beb1c4413.mp4,../dataset/processed/landmarks_augmented/20201221122641_5fe0beb1c4413_mirror_aug1.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122641_5fe0beb1c4413.mp4,../dataset/processed/landmarks_augmented/20201221122641_5fe0beb1c4413_mirror_aug2.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122641_5fe0beb1c4413.mp4,../dataset/processed/landmarks_augmented/20201221122641_5fe0beb1c4413_mirror_aug3.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122642_5fe0beb216246.mp4,../dataset/processed/landmarks_augmented/20201221122642_5fe0beb216246_aug1.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122642_5fe0beb216246.mp4,../dataset/processed/landmarks_augmented/20201221122642_5fe0beb216246_aug2.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122642_5fe0beb216246.mp4,../dataset/processed/landmarks_augmented/20201221122642_5fe0beb216246_aug3.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122642_5fe0beb216246.mp4,../dataset/processed/landmarks_augmented/20201221122642_5fe0beb216246_mirror_aug1.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122642_5fe0beb216246.mp4,../dataset/processed/landmarks_augmented/20201221122642_5fe0beb216246_mirror_aug2.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20201221122642_5fe0beb216246.mp4,../dataset/processed/landmarks_augmented/20201221122642_5fe0beb216246_mirror_aug3.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20210329031123_6062184b51c8c.mp4,../dataset/processed/landmarks_augmented/20210329031123_6062184b51c8c_aug1.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20210329031123_6062184b51c8c.mp4,../dataset/processed/landmarks_augmented/20210329031123_6062184b51c8c_aug2.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20210329031123_6062184b51c8c.mp4,../dataset/processed/landmarks_augmented/20210329031123_6062184b51c8c_aug3.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20210329031123_6062184b51c8c.mp4,../dataset/processed/landmarks_augmented/20210329031123_6062184b51c8c_mirror_aug1.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20210329031123_6062184b51c8c.mp4,../dataset/processed/landmarks_augmented/20210329031123_6062184b51c8c_mirror_aug2.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/61_Vinte/20210329031123_6062184b51c8c.mp4,../dataset/processed/landmarks_augmented/20210329031123_6062184b51c8c_mirror_aug3.npy,vlisbrasil,61,Vinte
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cacf9d.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cacf9d_aug1.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cacf9d.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cacf9d_aug2.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cacf9d.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cacf9d_aug3.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cacf9d.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cacf9d_mirror_aug1.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cacf9d.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cacf9d_mirror_aug2.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cacf9d.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cacf9d_mirror_aug3.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cb6259.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cb6259_aug1.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cb6259.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cb6259_aug2.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cb6259.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cb6259_aug3.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cb6259.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cb6259_mirror_aug1.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cb6259.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cb6259_mirror_aug2.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20201221123436_5fe0c08cb6259.mp4,../dataset/processed/landmarks_augmented/20201221123436_5fe0c08cb6259_mirror_aug3.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20210329045002_60622f6a7e6ae.mp4,../dataset/processed/landmarks_augmented/20210329045002_60622f6a7e6ae_aug1.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20210329045002_60622f6a7e6ae.mp4,../dataset/processed/landmarks_augmented/20210329045002_60622f6a7e6ae_aug2.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20210329045002_60622f6a7e6ae.mp4,../dataset/processed/landmarks_augmented/20210329045002_60622f6a7e6ae_aug3.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20210329045002_60622f6a7e6ae.mp4,../dataset/processed/landmarks_augmented/20210329045002_60622f6a7e6ae_mirror_aug1.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20210329045002_60622f6a7e6ae.mp4,../dataset/processed/landmarks_augmented/20210329045002_60622f6a7e6ae_mirror_aug2.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/62_Sozinho/20210329045002_60622f6a7e6ae.mp4,../dataset/processed/landmarks_augmented/20210329045002_60622f6a7e6ae_mirror_aug3.npy,vlisbrasil,62,Sozinho
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557078f.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557078f_aug1.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557078f.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557078f_aug2.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557078f.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557078f_aug3.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557078f.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557078f_mirror_aug1.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557078f.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557078f_mirror_aug2.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557078f.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557078f_mirror_aug3.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557b3ae.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557b3ae_aug1.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557b3ae.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557b3ae_aug2.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557b3ae.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557b3ae_aug3.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557b3ae.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557b3ae_mirror_aug1.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557b3ae.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557b3ae_mirror_aug2.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20201221123757_5fe0c1557b3ae.mp4,../dataset/processed/landmarks_augmented/20201221123757_5fe0c1557b3ae_mirror_aug3.npy,vlisbrasil,63,Solteiro
../dataset/raw_data/vlibrasil/63_Solteiro/20210329044959_60622f671f15d.mp4,../dataset/processed/landmarks_augmented/20210329044959_60622f671f15d_aug1.npy,vlisbrasil,63,Solteiro
